AlgaeBloomReportID,UpdatedOn,CreatedOn,RegionalBoardID,CountyID,Latitude,Longitude,ObservationDate,HasPostedSigns,HasContactWithWater,WaterBodyType,WaterBodyName,WaterBodyManager,RecLandManager,IsIncidentResoloved,IncidentInformation,TypeofSign,OfficialWaterBodyName,BloomLastVerifiedOn,BloomDeterminedBy,ApprovedforPost
1647,9/29/2018 0:00,46:17.0,1,47,41.856947,-122.57085,8/23/2017,No,No,river,Klamath River at I-5 Rest area,USFS/Karuk,,No,"In the Klamath Basin cyanobacteria blooms typically occur between June and October when temperatures rise and water conditions are favorable for growth. When testing indicates that river conditions exceed public health recommendations for cyanotoxins the area is posted with a health advisory sign.

For more information related to current posting levels visit the Klamath Basin Monitoring Program webpage at http://kbmp.net/bga.",,Klamath River at I-5 Rest Area,,,TRUE
2408,10/19/2020 11:34,20:39.5,1,47,41.85695,-122.57085,8/26/2020,No,No,River,Klamath River at I-5 Rest Area(RM 179.20; Public Health),,,No,"Klamath Basin Monitoring Program conducts routine monitoring of the Klamath Basin for cyanobacteria and cyanotoxins but due to Covid-19 restrictions, some monitoring activities may be different this year. In the Basin cyanobacteria blooms typically occur between June and October. When water testing indicates that reservoir and river conditions exceed public health recommendations for cyanotoxins the area is posted with a health advisory sign.",CAUTION,Klamath River at I-5 Rest Area(RM 179.20; Public Health),10/19/2020,Both,TRUE
1648,9/29/2018 0:00,50:10.0,1,12,41.307133,-123.5311,8/31/2018,Yes,No,river,Klamath River at Orleans,,,No,"In the Klamath Basin cyanobacteria blooms typically occur between June and October when temperatures rise and water conditions are favorable for growth. When testing indicates that river conditions exceed public health recommendations for cyanotoxins the area is posted with a health advisory sign.

For more information related to current posting levels visit the Klamath Basin Monitoring Program webpage at http://kbmp.net/bga.",,Klamath River at Orleans,,,TRUE
2412,10/19/2020 11:39,47:46.7,1,12,41.30713,-123.5311,8/26/2020,No,No,River,Klamath River at Orleans (USGS) (RM 59.1; Baseline),,,No,"Klamath Basin Monitoring Program conducts routine monitoring of the Klamath Basin for cyanobacteria and cyanotoxins but due to Covid-19 restrictions, some monitoring activities may be different this year. In the Basin cyanobacteria blooms typically occur between June and October. When water testing indicates that reservoir and river conditions exceed public health recommendations for cyanotoxins the area is posted with a health advisory sign.",CAUTION,Klamath River at Orleans (USGS) (RM 59.1; Baseline),10/19/2020,Both,TRUE
1654,9/29/2018 0:00,14:38.2,1,8,41.53638,-124.07563,8/14/2018,Yes,No,river,Klamath River at South Slough,Yurok Tribe,,Yes,"In the Klamath Basin cyanobacteria blooms typically occur between June and October when temperatures rise and water conditions are favorable for growth. When testing indicates that river conditions exceed public health recommendations for cyanotoxins the area is posted with a health advisory sign.

For more information related to current posting levels visit the Klamath Basin Monitoring Program webpage at http://kbmp.net/bga.",,Klamath River at South Slough,,,TRUE
2363,10/19/2020 11:47,27:12.2,1,8,41.53638,-124.07563,7/10/2020,No,No,River,Klamath River at South Slough RM 0.1,,Yurok Tribe,No,"Klamath Basin Monitoring Program conducts routine monitoring of the Klamath Basin for cyanobacteria and cyanotoxins but due to Covid-19 restrictions, some monitoring activities may be different this year. In the Basin cyanobacteria blooms typically occur between June and October. When water testing indicates that reservoir and river conditions exceed public health recommendations for cyanotoxins the area is posted with a health advisory sign.",Caution,Klamath River at South Slough RM 0.1,10/19/2020,Yes,TRUE
1686,9/29/2018 0:00,00:25.8,1,47,41.837411,-122.8648,8/31/2018,Yes,No,river,Klamath River at Walker Bridge,,,No,"In the Klamath Basin cyanobacteria blooms typically occur between June and October when temperatures rise and water conditions are favorable for growth. When testing indicates that river conditions exceed public health recommendations for cyanotoxins the area is posted with a health advisory sign.

For more information related to current posting levels visit the Klamath Basin Monitoring Program webpage at http://kbmp.net/bga.",,Klamath River at Walker Bridge,,,TRUE
2413,10/19/2020 11:36,50:40.7,1,47,41.83741,-122.86481,8/26/2020,No,No,River,Klamath River at Walker Bridge (RM 156.26; Baseline),,,No,"Klamath Basin Monitoring Program conducts routine monitoring of the Klamath Basin for cyanobacteria and cyanotoxins but due to Covid-19 restrictions, some monitoring activities may be different this year. In the Basin cyanobacteria blooms typically occur between June and October. When water testing indicates that reservoir and river conditions exceed public health recommendations for cyanotoxins the area is posted with a health advisory sign.",Caution,Klamath River at Walker Bridge (RM 156.26; Baseline),10/19/2020,both,TRUE
1653,9/29/2018 0:00,11:10.2,1,12,41.18575,-123.70852,8/15/2018,Yes,No,river,Klamath River at Weitchpec,Yurok Tribe,,No,"In the Klamath Basin cyanobacteria blooms typically occur between June and October when temperatures rise and water conditions are favorable for growth. When testing indicates that river conditions exceed public health recommendations for cyanotoxins the area is posted with a health advisory sign.

For more information related to current posting levels visit the Klamath Basin Monitoring Program webpage at http://kbmp.net/bga.",,Klamath River at Weitchpec,,,TRUE
2364,10/19/2020 11:45,35:22.9,1,12,41.18575,-123.70852,7/10/2020,No,No,River,Klamath River at Weitchpec RM 43.5,,Yurok Tribe,No,"Klamath Basin Monitoring Program conducts routine monitoring of the Klamath Basin for cyanobacteria and cyanotoxins but due to Covid-19 restrictions, some monitoring activities may be different this year. In the Basin cyanobacteria blooms typically occur between June and October. When water testing indicates that reservoir and river conditions exceed public health recommendations for cyanotoxins the area is posted with a health advisory sign.
8/28/2020 - Lab results report a level of 0.11 ug/L of anatoxin-a in the water samples taken from below the Weitchpec Offices. As a precautionary measure to protect public health, THE KLAMATH RIVER FROM WEITCHPEC TO THE GLEN IS POSTED AT LEVEL 2, WARNING FLYERS DUE TO ANATOXIN-A.",DANGER,Klamath River at Weitchpec RM 43.5,10/19/2020,Yes,TRUE
1645,9/29/2018 0:00,42:17.7,1,47,41.774018,-123.39635,8/31/2018,No,No,river,Klamath River below Happy Camp,USFS,,No,"In the Klamath Basin cyanobacteria blooms typically occur between June and October when temperatures rise and water conditions are favorable for growth. When testing indicates that river conditions exceed public health recommendations for cyanotoxins the area is posted with a health advisory sign.

For more information related to current posting levels visit the Klamath Basin Monitoring Program webpage at http://kbmp.net/bga.",,Klamath River below Happy Camp,,,TRUE
2411,10/19/2020 11:35,39:15.5,1,47,41.77402,-123.39635,8/26/2020,No,No,River,Klamath River below Happy Camp (RM 101.3; Baseline),,,No,"Klamath Basin Monitoring Program conducts routine monitoring of the Klamath Basin for cyanobacteria and cyanotoxins but due to Covid-19 restrictions, some monitoring activities may be different this year. In the Basin cyanobacteria blooms typically occur between June and October. When water testing indicates that reservoir and river conditions exceed public health recommendations for cyanotoxins the area is posted with a health advisory sign.",Caution,Klamath River below Happy Camp (RM 101.3; Baseline),10/19/2020,Both,TRUE
1666,9/29/2018 0:00,11:32.4,1,47,41.9309941,-122.44206,8/27/2017,Yes,No,river,Klamath River below Iron Gate Dam,PacifiCorp,,No,"In the Klamath Basin cyanobacteria blooms typically occur between June and October when temperatures rise and water conditions are favorable for growth. When testing indicates that river conditions exceed public health recommendations for cyanotoxins the area is posted with a health advisory sign.

For more information related to current posting levels visit the Klamath Basin Monitoring Program webpage at http://kbmp.net/bga.",,Klamath River below Iron Gate Dam,,,TRUE
2410,10/19/2020 11:34,31:29.2,1,47,41.84233,-123.22011,8/24/2020,No,No,River,Klamath River below Seiad (RM 128.5; Baseline),,,No,"Klamath Basin Monitoring Program conducts routine monitoring of the Klamath Basin for cyanobacteria and cyanotoxins but due to Covid-19 restrictions, some monitoring activities may be different this year. In the Basin cyanobacteria blooms typically occur between June and October. When water testing indicates that reservoir and river conditions exceed public health recommendations for cyanotoxins the area is posted with a health advisory sign.",CAUTION,Klamath River below Seiad (RM 128.5; Baseline),10/19/2020,Both,TRUE
1649,9/29/2018 0:00,54:06.5,1,47,41.842331,-123.2201,8/31/2018,Yes,No,river,Klamath River below Seiad Valley,USFS,,No,"In the Klamath Basin cyanobacteria blooms typically occur between June and October when temperatures rise and water conditions are favorable for growth. When testing indicates that river conditions exceed public health recommendations for cyanotoxins the area is posted with a health advisory sign.

For more information related to current posting levels visit the Klamath Basin Monitoring Program webpage at http://kbmp.net/bga.",,Klamath River below Seiad Valley,,,TRUE
1651,9/29/2018 0:00,04:14.4,1,12,41.226617,-123.7724,8/15/2018,No,No,river,Klamath River below Trinity River,Yurok Tribe,,No,"In the Klamath Basin cyanobacteria blooms typically occur between June and October when temperatures rise and water conditions are favorable for growth. When testing indicates that river conditions exceed public health recommendations for cyanotoxins the area is posted with a health advisory sign.

For more information related to current posting levels visit the Klamath Basin Monitoring Program webpage at http://kbmp.net/bga.",,Klamath River below Trinity River,,,TRUE
2365,10/19/2020 11:44,37:18.4,1,12,41.22662,-123.77241,7/10/2020,No,No,River,Klamath River below Trinity River RM 38.5,,Yurok,No,"Klamath Basin Monitoring Program conducts routine monitoring of the Klamath Basin for cyanobacteria and cyanotoxins but due to Covid-19 restrictions, some monitoring activities may be different this year. In the Basin cyanobacteria blooms typically occur between June and October. When water testing indicates that reservoir and river conditions exceed public health recommendations for cyanotoxins the area is posted with a health advisory sign.
8/28/2020 - Lab results report a level of 0.11 ug/L of anatoxin-a in the water samples taken from below the Weitchpec Offices. As a precautionary measure to protect public health, THE KLAMATH RIVER FROM WEITCHPEC TO THE GLEN IS POSTED AT LEVEL 2, WARNING FLYERS DUE TO ANATOXIN-A.",DANGER,Klamath River below Trinity River RM 38.5,10/19/2020,Yes,TRUE
1642,9/29/2018 0:00,00:54.1,1,12,41.83756,-122.86426,8/25/2017,Yes,No,River,Klamath River between  Iron Gate Reservoir and Walker Road Bridge,Pacific Corp,US Forest Service,No,"In the Klamath Basin cyanobacteria blooms typically occur between June and October when temperatures rise and water conditions are favorable for growth. When testing indicates that river conditions exceed public health recommendations for cyanotoxins the area is posted with a health advisory sign.

For more information related to current posting levels visit the Klamath Basin Monitoring Program webpage at http://kbmp.net/bga.",,Klamath River between  Iron Gate Reservoir and Walker Road Bridge,8/25/2017,Analytical,TRUE
